id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
49549,1,0,0,0,0,0,0,0,0
49550,1,0,0,0,0,0,0,0,0
49551,1,0,0,0,0,0,0,0,0
49552,1,0,0,0,0,0,0,0,0
49553,1,0,0,0,0,0,0,0,0
49554,1,0,0,0,0,0,0,0,0
49555,1,0,0,0,0,0,0,0,0
49556,1,0,0,0,0,0,0,0,0
49557,1,0,0,0,0,0,0,0,0
49558,1,0,0,0,0,0,0,0,0
49559,1,0,0,0,0,0,0,0,0
49560,1,0,0,0,0,0,0,0,0
49561,1,0,0,0,0,0,0,0,0
49562,1,0,0,0,0,0,0,0,0
49563,1,0,0,0,0,0,0,0,0
49564,1,0,0,0,0,0,0,0,0
49565,1,0,0,0,0,0,0,0,0
49566,1,0,0,0,0,0,0,0,0
49567,1,0,0,0,0,0,0,0,0
49568,1,0,0,0,0,0,0,0,0
49569,1,0,0,0,0,0,0,0,0
49570,1,0,0,0,0,0,0,0,0
49571,1,0,0,0,0,0,0,0,0
49572,1,0,0,0,0,0,0,0,0
49573,1,0,0,0,0,0,0,0,0
49574,1,0,0,0,0,0,0,0,0
49575,1,0,0,0,0,0,0,0,0
49576,1,0,0,0,0,0,0,0,0
49577,1,0,0,0,0,0,0,0,0
49578,1,0,0,0,0,0,0,0,0
49579,1,0,0,0,0,0,0,0,0
49580,1,0,0,0,0,0,0,0,0
49581,1,0,0,0,0,0,0,0,0
49582,1,0,0,0,0,0,0,0,0
49583,1,0,0,0,0,0,0,0,0
49584,1,0,0,0,0,0,0,0,0
49585,1,0,0,0,0,0,0,0,0
49586,1,0,0,0,0,0,0,0,0
49587,1,0,0,0,0,0,0,0,0
49588,1,0,0,0,0,0,0,0,0
49589,1,0,0,0,0,0,0,0,0
49590,1,0,0,0,0,0,0,0,0
49591,1,0,0,0,0,0,0,0,0
49592,1,0,0,0,0,0,0,0,0
49593,1,0,0,0,0,0,0,0,0
49594,1,0,0,0,0,0,0,0,0
49595,1,0,0,0,0,0,0,0,0
49596,1,0,0,0,0,0,0,0,0
49597,1,0,0,0,0,0,0,0,0
49598,1,0,0,0,0,0,0,0,0
49599,1,0,0,0,0,0,0,0,0
49600,1,0,0,0,0,0,0,0,0
49601,1,0,0,0,0,0,0,0,0
49602,1,0,0,0,0,0,0,0,0
49603,1,0,0,0,0,0,0,0,0
49604,1,0,0,0,0,0,0,0,0
49605,1,0,0,0,0,0,0,0,0
49606,1,0,0,0,0,0,0,0,0
49607,1,0,0,0,0,0,0,0,0
49608,1,0,0,0,0,0,0,0,0
49609,1,0,0,0,0,0,0,0,0
49610,1,0,0,0,0,0,0,0,0
49611,1,0,0,0,0,0,0,0,0
49612,1,0,0,0,0,0,0,0,0
49613,1,0,0,0,0,0,0,0,0
49614,1,0,0,0,0,0,0,0,0
49615,1,0,0,0,0,0,0,0,0
49616,1,0,0,0,0,0,0,0,0
49617,1,0,0,0,0,0,0,0,0
49618,1,0,0,0,0,0,0,0,0
49619,1,0,0,0,0,0,0,0,0
49620,1,0,0,0,0,0,0,0,0
49621,1,0,0,0,0,0,0,0,0
49622,1,0,0,0,0,0,0,0,0
49623,1,0,0,0,0,0,0,0,0
49624,1,0,0,0,0,0,0,0,0
49625,1,0,0,0,0,0,0,0,0
49626,1,0,0,0,0,0,0,0,0
49627,1,0,0,0,0,0,0,0,0
49628,1,0,0,0,0,0,0,0,0
49629,1,0,0,0,0,0,0,0,0
49630,1,0,0,0,0,0,0,0,0
49631,1,0,0,0,0,0,0,0,0
49632,1,0,0,0,0,0,0,0,0
49633,1,0,0,0,0,0,0,0,0
49634,1,0,0,0,0,0,0,0,0
49635,1,0,0,0,0,0,0,0,0
49636,1,0,0,0,0,0,0,0,0
49637,1,0,0,0,0,0,0,0,0
49638,1,0,0,0,0,0,0,0,0
49639,1,0,0,0,0,0,0,0,0
49640,1,0,0,0,0,0,0,0,0
49641,1,0,0,0,0,0,0,0,0
49642,1,0,0,0,0,0,0,0,0
49643,1,0,0,0,0,0,0,0,0
49644,1,0,0,0,0,0,0,0,0
49645,1,0,0,0,0,0,0,0,0
49646,1,0,0,0,0,0,0,0,0
49647,1,0,0,0,0,0,0,0,0
49648,1,0,0,0,0,0,0,0,0
49649,1,0,0,0,0,0,0,0,0
49650,1,0,0,0,0,0,0,0,0
49651,1,0,0,0,0,0,0,0,0
49652,1,0,0,0,0,0,0,0,0
49653,1,0,0,0,0,0,0,0,0
49654,1,0,0,0,0,0,0,0,0
49655,1,0,0,0,0,0,0,0,0
49656,1,0,0,0,0,0,0,0,0
49657,1,0,0,0,0,0,0,0,0
49658,1,0,0,0,0,0,0,0,0
49659,1,0,0,0,0,0,0,0,0
49660,1,0,0,0,0,0,0,0,0
49661,1,0,0,0,0,0,0,0,0
49662,1,0,0,0,0,0,0,0,0
49663,1,0,0,0,0,0,0,0,0
49664,1,0,0,0,0,0,0,0,0
49665,1,0,0,0,0,0,0,0,0
49666,1,0,0,0,0,0,0,0,0
49667,1,0,0,0,0,0,0,0,0
49668,1,0,0,0,0,0,0,0,0
49669,1,0,0,0,0,0,0,0,0
49670,1,0,0,0,0,0,0,0,0
49671,1,0,0,0,0,0,0,0,0
49672,1,0,0,0,0,0,0,0,0
49673,1,0,0,0,0,0,0,0,0
49674,1,0,0,0,0,0,0,0,0
49675,1,0,0,0,0,0,0,0,0
49676,1,0,0,0,0,0,0,0,0
49677,1,0,0,0,0,0,0,0,0
49678,1,0,0,0,0,0,0,0,0
49679,1,0,0,0,0,0,0,0,0
49680,1,0,0,0,0,0,0,0,0
49681,1,0,0,0,0,0,0,0,0
49682,1,0,0,0,0,0,0,0,0
49683,1,0,0,0,0,0,0,0,0
49684,1,0,0,0,0,0,0,0,0
49685,1,0,0,0,0,0,0,0,0
49686,1,0,0,0,0,0,0,0,0
49687,1,0,0,0,0,0,0,0,0
49688,1,0,0,0,0,0,0,0,0
49689,1,0,0,0,0,0,0,0,0
49690,1,0,0,0,0,0,0,0,0
49691,1,0,0,0,0,0,0,0,0
49692,1,0,0,0,0,0,0,0,0
49693,1,0,0,0,0,0,0,0,0
49694,1,0,0,0,0,0,0,0,0
49695,1,0,0,0,0,0,0,0,0
49696,1,0,0,0,0,0,0,0,0
49697,1,0,0,0,0,0,0,0,0
49698,1,0,0,0,0,0,0,0,0
49699,1,0,0,0,0,0,0,0,0
49700,1,0,0,0,0,0,0,0,0
49701,1,0,0,0,0,0,0,0,0
49702,1,0,0,0,0,0,0,0,0
49703,1,0,0,0,0,0,0,0,0
49704,1,0,0,0,0,0,0,0,0
49705,1,0,0,0,0,0,0,0,0
49706,1,0,0,0,0,0,0,0,0
49707,1,0,0,0,0,0,0,0,0
49708,1,0,0,0,0,0,0,0,0
49709,1,0,0,0,0,0,0,0,0
49710,1,0,0,0,0,0,0,0,0
49711,1,0,0,0,0,0,0,0,0
49712,1,0,0,0,0,0,0,0,0
49713,1,0,0,0,0,0,0,0,0
49714,1,0,0,0,0,0,0,0,0
49715,1,0,0,0,0,0,0,0,0
49716,1,0,0,0,0,0,0,0,0
49717,1,0,0,0,0,0,0,0,0
49718,1,0,0,0,0,0,0,0,0
49719,1,0,0,0,0,0,0,0,0
49720,1,0,0,0,0,0,0,0,0
49721,1,0,0,0,0,0,0,0,0
49722,1,0,0,0,0,0,0,0,0
49723,1,0,0,0,0,0,0,0,0
49724,1,0,0,0,0,0,0,0,0
49725,1,0,0,0,0,0,0,0,0
49726,1,0,0,0,0,0,0,0,0
49727,1,0,0,0,0,0,0,0,0
49728,1,0,0,0,0,0,0,0,0
49729,1,0,0,0,0,0,0,0,0
49730,1,0,0,0,0,0,0,0,0
49731,1,0,0,0,0,0,0,0,0
49732,1,0,0,0,0,0,0,0,0
49733,1,0,0,0,0,0,0,0,0
49734,1,0,0,0,0,0,0,0,0
49735,1,0,0,0,0,0,0,0,0
49736,1,0,0,0,0,0,0,0,0
49737,1,0,0,0,0,0,0,0,0
49738,1,0,0,0,0,0,0,0,0
49739,1,0,0,0,0,0,0,0,0
49740,1,0,0,0,0,0,0,0,0
49741,1,0,0,0,0,0,0,0,0
49742,1,0,0,0,0,0,0,0,0
49743,1,0,0,0,0,0,0,0,0
49744,1,0,0,0,0,0,0,0,0
49745,1,0,0,0,0,0,0,0,0
49746,1,0,0,0,0,0,0,0,0
49747,1,0,0,0,0,0,0,0,0
49748,1,0,0,0,0,0,0,0,0
49749,1,0,0,0,0,0,0,0,0
49750,1,0,0,0,0,0,0,0,0
49751,1,0,0,0,0,0,0,0,0
49752,1,0,0,0,0,0,0,0,0
49753,1,0,0,0,0,0,0,0,0
49754,1,0,0,0,0,0,0,0,0
49755,1,0,0,0,0,0,0,0,0
49756,1,0,0,0,0,0,0,0,0
49757,1,0,0,0,0,0,0,0,0
49758,1,0,0,0,0,0,0,0,0
49759,1,0,0,0,0,0,0,0,0
49760,1,0,0,0,0,0,0,0,0
49761,1,0,0,0,0,0,0,0,0
49762,1,0,0,0,0,0,0,0,0
49763,1,0,0,0,0,0,0,0,0
49764,1,0,0,0,0,0,0,0,0
49765,1,0,0,0,0,0,0,0,0
49766,1,0,0,0,0,0,0,0,0
49767,1,0,0,0,0,0,0,0,0
49768,1,0,0,0,0,0,0,0,0
49769,1,0,0,0,0,0,0,0,0
49770,1,0,0,0,0,0,0,0,0
49771,1,0,0,0,0,0,0,0,0
49772,1,0,0,0,0,0,0,0,0
49773,1,0,0,0,0,0,0,0,0
49774,1,0,0,0,0,0,0,0,0
49775,1,0,0,0,0,0,0,0,0
49776,1,0,0,0,0,0,0,0,0
49777,1,0,0,0,0,0,0,0,0
49778,1,0,0,0,0,0,0,0,0
49779,1,0,0,0,0,0,0,0,0
49780,1,0,0,0,0,0,0,0,0
49781,1,0,0,0,0,0,0,0,0
49782,1,0,0,0,0,0,0,0,0
49783,1,0,0,0,0,0,0,0,0
49784,1,0,0,0,0,0,0,0,0
49785,1,0,0,0,0,0,0,0,0
49786,1,0,0,0,0,0,0,0,0
49787,1,0,0,0,0,0,0,0,0
49788,1,0,0,0,0,0,0,0,0
49789,1,0,0,0,0,0,0,0,0
49790,1,0,0,0,0,0,0,0,0
49791,1,0,0,0,0,0,0,0,0
49792,1,0,0,0,0,0,0,0,0
49793,1,0,0,0,0,0,0,0,0
49794,1,0,0,0,0,0,0,0,0
49795,1,0,0,0,0,0,0,0,0
49796,1,0,0,0,0,0,0,0,0
49797,1,0,0,0,0,0,0,0,0
49798,1,0,0,0,0,0,0,0,0
49799,1,0,0,0,0,0,0,0,0
49800,1,0,0,0,0,0,0,0,0
49801,1,0,0,0,0,0,0,0,0
49802,1,0,0,0,0,0,0,0,0
49803,1,0,0,0,0,0,0,0,0
49804,1,0,0,0,0,0,0,0,0
49805,1,0,0,0,0,0,0,0,0
49806,1,0,0,0,0,0,0,0,0
49807,1,0,0,0,0,0,0,0,0
49808,1,0,0,0,0,0,0,0,0
49809,1,0,0,0,0,0,0,0,0
49810,1,0,0,0,0,0,0,0,0
49811,1,0,0,0,0,0,0,0,0
49812,1,0,0,0,0,0,0,0,0
49813,1,0,0,0,0,0,0,0,0
49814,1,0,0,0,0,0,0,0,0
49815,1,0,0,0,0,0,0,0,0
49816,1,0,0,0,0,0,0,0,0
49817,1,0,0,0,0,0,0,0,0
49818,1,0,0,0,0,0,0,0,0
49819,1,0,0,0,0,0,0,0,0
49820,1,0,0,0,0,0,0,0,0
49821,1,0,0,0,0,0,0,0,0
49822,1,0,0,0,0,0,0,0,0
49823,1,0,0,0,0,0,0,0,0
49824,1,0,0,0,0,0,0,0,0
49825,1,0,0,0,0,0,0,0,0
49826,1,0,0,0,0,0,0,0,0
49827,1,0,0,0,0,0,0,0,0
49828,1,0,0,0,0,0,0,0,0
49829,1,0,0,0,0,0,0,0,0
49830,1,0,0,0,0,0,0,0,0
49831,1,0,0,0,0,0,0,0,0
49832,1,0,0,0,0,0,0,0,0
49833,1,0,0,0,0,0,0,0,0
49834,1,0,0,0,0,0,0,0,0
49835,1,0,0,0,0,0,0,0,0
49836,1,0,0,0,0,0,0,0,0
49837,1,0,0,0,0,0,0,0,0
49838,1,0,0,0,0,0,0,0,0
49839,1,0,0,0,0,0,0,0,0
49840,1,0,0,0,0,0,0,0,0
49841,1,0,0,0,0,0,0,0,0
49842,1,0,0,0,0,0,0,0,0
49843,1,0,0,0,0,0,0,0,0
49844,1,0,0,0,0,0,0,0,0
49845,1,0,0,0,0,0,0,0,0
49846,1,0,0,0,0,0,0,0,0
49847,1,0,0,0,0,0,0,0,0
49848,1,0,0,0,0,0,0,0,0
49849,1,0,0,0,0,0,0,0,0
49850,1,0,0,0,0,0,0,0,0
49851,1,0,0,0,0,0,0,0,0
49852,1,0,0,0,0,0,0,0,0
49853,1,0,0,0,0,0,0,0,0
49854,1,0,0,0,0,0,0,0,0
49855,1,0,0,0,0,0,0,0,0
49856,1,0,0,0,0,0,0,0,0
49857,1,0,0,0,0,0,0,0,0
49858,1,0,0,0,0,0,0,0,0
49859,1,0,0,0,0,0,0,0,0
49860,1,0,0,0,0,0,0,0,0
49861,1,0,0,0,0,0,0,0,0
49862,1,0,0,0,0,0,0,0,0
49863,1,0,0,0,0,0,0,0,0
49864,1,0,0,0,0,0,0,0,0
49865,1,0,0,0,0,0,0,0,0
49866,1,0,0,0,0,0,0,0,0
49867,1,0,0,0,0,0,0,0,0
49868,1,0,0,0,0,0,0,0,0
49869,1,0,0,0,0,0,0,0,0
49870,1,0,0,0,0,0,0,0,0
49871,1,0,0,0,0,0,0,0,0
49872,1,0,0,0,0,0,0,0,0
49873,1,0,0,0,0,0,0,0,0
49874,1,0,0,0,0,0,0,0,0
49875,1,0,0,0,0,0,0,0,0
49876,1,0,0,0,0,0,0,0,0
49877,1,0,0,0,0,0,0,0,0
49878,1,0,0,0,0,0,0,0,0
49879,1,0,0,0,0,0,0,0,0
49880,1,0,0,0,0,0,0,0,0
49881,1,0,0,0,0,0,0,0,0
49882,1,0,0,0,0,0,0,0,0
49883,1,0,0,0,0,0,0,0,0
49884,1,0,0,0,0,0,0,0,0
49885,1,0,0,0,0,0,0,0,0
49886,1,0,0,0,0,0,0,0,0
49887,1,0,0,0,0,0,0,0,0
49888,1,0,0,0,0,0,0,0,0
49889,1,0,0,0,0,0,0,0,0
49890,1,0,0,0,0,0,0,0,0
49891,1,0,0,0,0,0,0,0,0
49892,1,0,0,0,0,0,0,0,0
49893,1,0,0,0,0,0,0,0,0
49894,1,0,0,0,0,0,0,0,0
49895,1,0,0,0,0,0,0,0,0
49896,1,0,0,0,0,0,0,0,0
49897,1,0,0,0,0,0,0,0,0
49898,1,0,0,0,0,0,0,0,0
49899,1,0,0,0,0,0,0,0,0
49900,1,0,0,0,0,0,0,0,0
49901,1,0,0,0,0,0,0,0,0
49902,1,0,0,0,0,0,0,0,0
49903,1,0,0,0,0,0,0,0,0
49904,1,0,0,0,0,0,0,0,0
49905,1,0,0,0,0,0,0,0,0
49906,1,0,0,0,0,0,0,0,0
49907,1,0,0,0,0,0,0,0,0
49908,1,0,0,0,0,0,0,0,0
49909,1,0,0,0,0,0,0,0,0
49910,1,0,0,0,0,0,0,0,0
49911,1,0,0,0,0,0,0,0,0
49912,1,0,0,0,0,0,0,0,0
49913,1,0,0,0,0,0,0,0,0
49914,1,0,0,0,0,0,0,0,0
49915,1,0,0,0,0,0,0,0,0
49916,1,0,0,0,0,0,0,0,0
49917,1,0,0,0,0,0,0,0,0
49918,1,0,0,0,0,0,0,0,0
49919,1,0,0,0,0,0,0,0,0
49920,1,0,0,0,0,0,0,0,0
49921,1,0,0,0,0,0,0,0,0
49922,1,0,0,0,0,0,0,0,0
49923,1,0,0,0,0,0,0,0,0
49924,1,0,0,0,0,0,0,0,0
49925,1,0,0,0,0,0,0,0,0
49926,1,0,0,0,0,0,0,0,0
49927,1,0,0,0,0,0,0,0,0
49928,1,0,0,0,0,0,0,0,0
49929,1,0,0,0,0,0,0,0,0
49930,1,0,0,0,0,0,0,0,0
49931,1,0,0,0,0,0,0,0,0
49932,1,0,0,0,0,0,0,0,0
49933,1,0,0,0,0,0,0,0,0
49934,1,0,0,0,0,0,0,0,0
49935,1,0,0,0,0,0,0,0,0
49936,1,0,0,0,0,0,0,0,0
49937,1,0,0,0,0,0,0,0,0
49938,1,0,0,0,0,0,0,0,0
49939,1,0,0,0,0,0,0,0,0
49940,1,0,0,0,0,0,0,0,0
49941,1,0,0,0,0,0,0,0,0
49942,1,0,0,0,0,0,0,0,0
49943,1,0,0,0,0,0,0,0,0
49944,1,0,0,0,0,0,0,0,0
49945,1,0,0,0,0,0,0,0,0
49946,1,0,0,0,0,0,0,0,0
49947,1,0,0,0,0,0,0,0,0
49948,1,0,0,0,0,0,0,0,0
49949,1,0,0,0,0,0,0,0,0
49950,1,0,0,0,0,0,0,0,0
49951,1,0,0,0,0,0,0,0,0
49952,1,0,0,0,0,0,0,0,0
49953,1,0,0,0,0,0,0,0,0
49954,1,0,0,0,0,0,0,0,0
49955,1,0,0,0,0,0,0,0,0
49956,1,0,0,0,0,0,0,0,0
49957,1,0,0,0,0,0,0,0,0
49958,1,0,0,0,0,0,0,0,0
49959,1,0,0,0,0,0,0,0,0
49960,1,0,0,0,0,0,0,0,0
49961,1,0,0,0,0,0,0,0,0
49962,1,0,0,0,0,0,0,0,0
49963,1,0,0,0,0,0,0,0,0
49964,1,0,0,0,0,0,0,0,0
49965,1,0,0,0,0,0,0,0,0
49966,1,0,0,0,0,0,0,0,0
49967,1,0,0,0,0,0,0,0,0
49968,1,0,0,0,0,0,0,0,0
49969,1,0,0,0,0,0,0,0,0
49970,1,0,0,0,0,0,0,0,0
49971,1,0,0,0,0,0,0,0,0
49972,1,0,0,0,0,0,0,0,0
49973,1,0,0,0,0,0,0,0,0
49974,1,0,0,0,0,0,0,0,0
49975,1,0,0,0,0,0,0,0,0
49976,1,0,0,0,0,0,0,0,0
49977,1,0,0,0,0,0,0,0,0
49978,1,0,0,0,0,0,0,0,0
49979,1,0,0,0,0,0,0,0,0
49980,1,0,0,0,0,0,0,0,0
49981,1,0,0,0,0,0,0,0,0
49982,1,0,0,0,0,0,0,0,0
49983,1,0,0,0,0,0,0,0,0
49984,1,0,0,0,0,0,0,0,0
49985,1,0,0,0,0,0,0,0,0
49986,1,0,0,0,0,0,0,0,0
49987,1,0,0,0,0,0,0,0,0
49988,1,0,0,0,0,0,0,0,0
49989,1,0,0,0,0,0,0,0,0
49990,1,0,0,0,0,0,0,0,0
49991,1,0,0,0,0,0,0,0,0
49992,1,0,0,0,0,0,0,0,0
49993,1,0,0,0,0,0,0,0,0
49994,1,0,0,0,0,0,0,0,0
49995,1,0,0,0,0,0,0,0,0
49996,1,0,0,0,0,0,0,0,0
49997,1,0,0,0,0,0,0,0,0
49998,1,0,0,0,0,0,0,0,0
49999,1,0,0,0,0,0,0,0,0
50000,1,0,0,0,0,0,0,0,0
50001,1,0,0,0,0,0,0,0,0
50002,1,0,0,0,0,0,0,0,0
50003,1,0,0,0,0,0,0,0,0
50004,1,0,0,0,0,0,0,0,0
50005,1,0,0,0,0,0,0,0,0
50006,1,0,0,0,0,0,0,0,0
50007,1,0,0,0,0,0,0,0,0
50008,1,0,0,0,0,0,0,0,0
50009,1,0,0,0,0,0,0,0,0
50010,1,0,0,0,0,0,0,0,0
50011,1,0,0,0,0,0,0,0,0
50012,1,0,0,0,0,0,0,0,0
50013,1,0,0,0,0,0,0,0,0
50014,1,0,0,0,0,0,0,0,0
50015,1,0,0,0,0,0,0,0,0
50016,1,0,0,0,0,0,0,0,0
50017,1,0,0,0,0,0,0,0,0
50018,1,0,0,0,0,0,0,0,0
50019,1,0,0,0,0,0,0,0,0
50020,1,0,0,0,0,0,0,0,0
50021,1,0,0,0,0,0,0,0,0
50022,1,0,0,0,0,0,0,0,0
50023,1,0,0,0,0,0,0,0,0
50024,1,0,0,0,0,0,0,0,0
50025,1,0,0,0,0,0,0,0,0
50026,1,0,0,0,0,0,0,0,0
50027,1,0,0,0,0,0,0,0,0
50028,1,0,0,0,0,0,0,0,0
50029,1,0,0,0,0,0,0,0,0
50030,1,0,0,0,0,0,0,0,0
50031,1,0,0,0,0,0,0,0,0
50032,1,0,0,0,0,0,0,0,0
50033,1,0,0,0,0,0,0,0,0
50034,1,0,0,0,0,0,0,0,0
50035,1,0,0,0,0,0,0,0,0
50036,1,0,0,0,0,0,0,0,0
50037,1,0,0,0,0,0,0,0,0
50038,1,0,0,0,0,0,0,0,0
50039,1,0,0,0,0,0,0,0,0
50040,1,0,0,0,0,0,0,0,0
50041,1,0,0,0,0,0,0,0,0
50042,1,0,0,0,0,0,0,0,0
50043,1,0,0,0,0,0,0,0,0
50044,1,0,0,0,0,0,0,0,0
50045,1,0,0,0,0,0,0,0,0
50046,1,0,0,0,0,0,0,0,0
50047,1,0,0,0,0,0,0,0,0
50048,1,0,0,0,0,0,0,0,0
50049,1,0,0,0,0,0,0,0,0
50050,1,0,0,0,0,0,0,0,0
50051,1,0,0,0,0,0,0,0,0
50052,1,0,0,0,0,0,0,0,0
50053,1,0,0,0,0,0,0,0,0
50054,1,0,0,0,0,0,0,0,0
50055,1,0,0,0,0,0,0,0,0
50056,1,0,0,0,0,0,0,0,0
50057,1,0,0,0,0,0,0,0,0
50058,1,0,0,0,0,0,0,0,0
50059,1,0,0,0,0,0,0,0,0
50060,1,0,0,0,0,0,0,0,0
50061,1,0,0,0,0,0,0,0,0
50062,1,0,0,0,0,0,0,0,0
50063,1,0,0,0,0,0,0,0,0
50064,1,0,0,0,0,0,0,0,0
50065,1,0,0,0,0,0,0,0,0
50066,1,0,0,0,0,0,0,0,0
50067,1,0,0,0,0,0,0,0,0
50068,1,0,0,0,0,0,0,0,0
50069,1,0,0,0,0,0,0,0,0
50070,1,0,0,0,0,0,0,0,0
50071,1,0,0,0,0,0,0,0,0
50072,1,0,0,0,0,0,0,0,0
50073,1,0,0,0,0,0,0,0,0
50074,1,0,0,0,0,0,0,0,0
50075,1,0,0,0,0,0,0,0,0
50076,1,0,0,0,0,0,0,0,0
50077,1,0,0,0,0,0,0,0,0
50078,1,0,0,0,0,0,0,0,0
50079,1,0,0,0,0,0,0,0,0
50080,1,0,0,0,0,0,0,0,0
50081,1,0,0,0,0,0,0,0,0
50082,1,0,0,0,0,0,0,0,0
50083,1,0,0,0,0,0,0,0,0
50084,1,0,0,0,0,0,0,0,0
50085,1,0,0,0,0,0,0,0,0
50086,1,0,0,0,0,0,0,0,0
50087,1,0,0,0,0,0,0,0,0
50088,1,0,0,0,0,0,0,0,0
50089,1,0,0,0,0,0,0,0,0
50090,1,0,0,0,0,0,0,0,0
50091,1,0,0,0,0,0,0,0,0
50092,1,0,0,0,0,0,0,0,0
50093,1,0,0,0,0,0,0,0,0
50094,1,0,0,0,0,0,0,0,0
50095,1,0,0,0,0,0,0,0,0
50096,1,0,0,0,0,0,0,0,0
50097,1,0,0,0,0,0,0,0,0
50098,1,0,0,0,0,0,0,0,0
50099,1,0,0,0,0,0,0,0,0
50100,1,0,0,0,0,0,0,0,0
50101,1,0,0,0,0,0,0,0,0
50102,1,0,0,0,0,0,0,0,0
50103,1,0,0,0,0,0,0,0,0
50104,1,0,0,0,0,0,0,0,0
50105,1,0,0,0,0,0,0,0,0
50106,1,0,0,0,0,0,0,0,0
50107,1,0,0,0,0,0,0,0,0
50108,1,0,0,0,0,0,0,0,0
50109,1,0,0,0,0,0,0,0,0
50110,1,0,0,0,0,0,0,0,0
50111,1,0,0,0,0,0,0,0,0
50112,1,0,0,0,0,0,0,0,0
50113,1,0,0,0,0,0,0,0,0
50114,1,0,0,0,0,0,0,0,0
50115,1,0,0,0,0,0,0,0,0
50116,1,0,0,0,0,0,0,0,0
50117,1,0,0,0,0,0,0,0,0
50118,1,0,0,0,0,0,0,0,0
50119,1,0,0,0,0,0,0,0,0
50120,1,0,0,0,0,0,0,0,0
50121,1,0,0,0,0,0,0,0,0
50122,1,0,0,0,0,0,0,0,0
50123,1,0,0,0,0,0,0,0,0
50124,1,0,0,0,0,0,0,0,0
50125,1,0,0,0,0,0,0,0,0
50126,1,0,0,0,0,0,0,0,0
50127,1,0,0,0,0,0,0,0,0
50128,1,0,0,0,0,0,0,0,0
50129,1,0,0,0,0,0,0,0,0
50130,1,0,0,0,0,0,0,0,0
50131,1,0,0,0,0,0,0,0,0
50132,1,0,0,0,0,0,0,0,0
50133,1,0,0,0,0,0,0,0,0
50134,1,0,0,0,0,0,0,0,0
50135,1,0,0,0,0,0,0,0,0
50136,1,0,0,0,0,0,0,0,0
50137,1,0,0,0,0,0,0,0,0
50138,1,0,0,0,0,0,0,0,0
50139,1,0,0,0,0,0,0,0,0
50140,1,0,0,0,0,0,0,0,0
50141,1,0,0,0,0,0,0,0,0
50142,1,0,0,0,0,0,0,0,0
50143,1,0,0,0,0,0,0,0,0
50144,1,0,0,0,0,0,0,0,0
50145,1,0,0,0,0,0,0,0,0
50146,1,0,0,0,0,0,0,0,0
50147,1,0,0,0,0,0,0,0,0
50148,1,0,0,0,0,0,0,0,0
50149,1,0,0,0,0,0,0,0,0
50150,1,0,0,0,0,0,0,0,0
50151,1,0,0,0,0,0,0,0,0
50152,1,0,0,0,0,0,0,0,0
50153,1,0,0,0,0,0,0,0,0
50154,1,0,0,0,0,0,0,0,0
50155,1,0,0,0,0,0,0,0,0
50156,1,0,0,0,0,0,0,0,0
50157,1,0,0,0,0,0,0,0,0
50158,1,0,0,0,0,0,0,0,0
50159,1,0,0,0,0,0,0,0,0
50160,1,0,0,0,0,0,0,0,0
50161,1,0,0,0,0,0,0,0,0
50162,1,0,0,0,0,0,0,0,0
50163,1,0,0,0,0,0,0,0,0
50164,1,0,0,0,0,0,0,0,0
